113 Cause Name,Cause Name,State,Year,Age-adjusted Death Rate,Deaths,Number of Records
Parkinson's disease (G20-G21),Parkinson's disease,Tennessee,2011,7.6,500,1
Parkinson's disease (G20-G21),Parkinson's disease,Texas,2011,7.4,1496,1
Parkinson's disease (G20-G21),Parkinson's disease,United States,2011,7,23111,1
Parkinson's disease (G20-G21),Parkinson's disease,Utah,2011,9.7,194,1
Parkinson's disease (G20-G21),Parkinson's disease,Vermont,2011,7.7,57,1
Parkinson's disease (G20-G21),Parkinson's disease,Virginia,2011,7.1,549,1
Parkinson's disease (G20-G21),Parkinson's disease,Washington,2011,8.9,598,1
Parkinson's disease (G20-G21),Parkinson's disease,West Virginia,2011,7.4,172,1
Parkinson's disease (G20-G21),Parkinson's disease,Wisconsin,2011,7.5,499,1
Parkinson's disease (G20-G21),Parkinson's disease,Wyoming,2011,6.1,33,1
Parkinson's disease (G20-G21),Parkinson's disease,Alabama,2012,7.4,385,1
Parkinson's disease (G20-G21),Parkinson's disease,Alaska,2012,7.7,30,1
Parkinson's disease (G20-G21),Parkinson's disease,Arizona,2012,8.2,592,1
Parkinson's disease (G20-G21),Parkinson's disease,Arkansas,2012,6.9,228,1
Parkinson's disease (G20-G21),Parkinson's disease,California,2012,6.6,2403,1
Parkinson's disease (G20-G21),Parkinson's disease,Colorado,2012,8.5,387,1
Parkinson's disease (G20-G21),Parkinson's disease,Connecticut,2012,5.5,246,1
Parkinson's disease (G20-G21),Parkinson's disease,Delaware,2012,6.9,71,1
Parkinson's disease (G20-G21),Parkinson's disease,District of Columbia,2012,3.5,21,1
Parkinson's disease (G20-G21),Parkinson's disease,Florida,2012,6.5,1837,1
Parkinson's disease (G20-G21),Parkinson's disease,Georgia,2012,6.6,537,1
Parkinson's disease (G20-G21),Parkinson's disease,Hawaii,2012,5.9,108,1
Parkinson's disease (G20-G21),Parkinson's disease,Idaho,2012,9.9,155,1
Parkinson's disease (G20-G21),Parkinson's disease,Illinois,2012,7.4,1001,1
Parkinson's disease (G20-G21),Parkinson's disease,Indiana,2012,7.8,552,1
Parkinson's disease (G20-G21),Parkinson's disease,Iowa,2012,7.6,311,1
Parkinson's disease (G20-G21),Parkinson's disease,Kansas,2012,8.7,287,1
Parkinson's disease (G20-G21),Parkinson's disease,Kentucky,2012,7,318,1
Parkinson's disease (G20-G21),Parkinson's disease,Louisiana,2012,6.3,280,1
Parkinson's disease (G20-G21),Parkinson's disease,Maine,2012,8.1,144,1
Parkinson's disease (G20-G21),Parkinson's disease,Maryland,2012,7.1,425,1
Parkinson's disease (G20-G21),Parkinson's disease,Massachusetts,2012,6.1,487,1
Parkinson's disease (G20-G21),Parkinson's disease,Michigan,2012,7.1,816,1
Parkinson's disease (G20-G21),Parkinson's disease,Minnesota,2012,8.5,512,1
Parkinson's disease (G20-G21),Parkinson's disease,Mississippi,2012,5.6,169,1
Parkinson's disease (G20-G21),Parkinson's disease,Missouri,2012,7.7,533,1
Parkinson's disease (G20-G21),Parkinson's disease,Montana,2012,8.5,104,1
Parkinson's disease (G20-G21),Parkinson's disease,Nebraska,2012,10.2,221,1
Parkinson's disease (G20-G21),Parkinson's disease,Nevada,2012,6.6,161,1
Parkinson's disease (G20-G21),Parkinson's disease,New Hampshire,2012,8,120,1
Parkinson's disease (G20-G21),Parkinson's disease,New Jersey,2012,6.2,633,1
Parkinson's disease (G20-G21),Parkinson's disease,New Mexico,2012,7.9,174,1
Parkinson's disease (G20-G21),Parkinson's disease,New York,2012,4.8,1092,1
Parkinson's disease (G20-G21),Parkinson's disease,North Carolina,2012,7.5,745,1
Parkinson's disease (G20-G21),Parkinson's disease,North Dakota,2012,7.3,67,1
Parkinson's disease (G20-G21),Parkinson's disease,Ohio,2012,7.5,1028,1
Parkinson's disease (G20-G21),Parkinson's disease,Oklahoma,2012,7.4,299,1
Parkinson's disease (G20-G21),Parkinson's disease,Oregon,2012,8,362,1
Parkinson's disease (G20-G21),Parkinson's disease,Pennsylvania,2012,7.3,1265,1
Parkinson's disease (G20-G21),Parkinson's disease,Rhode Island,2012,6.2,85,1
Parkinson's disease (G20-G21),Parkinson's disease,South Carolina,2012,7.2,349,1
Parkinson's disease (G20-G21),Parkinson's disease,South Dakota,2012,4.9,51,1
Parkinson's disease (G20-G21),Parkinson's disease,Tennessee,2012,7.3,494,1
Parkinson's disease (G20-G21),Parkinson's disease,Texas,2012,7.6,1587,1
Parkinson's disease (G20-G21),Parkinson's disease,United States,2012,7,23818,1
Parkinson's disease (G20-G21),Parkinson's disease,Utah,2012,9.5,194,1
Parkinson's disease (G20-G21),Parkinson's disease,Vermont,2012,6.8,51,1
Parkinson's disease (G20-G21),Parkinson's disease,Virginia,2012,7.1,564,1
Parkinson's disease (G20-G21),Parkinson's disease,Washington,2012,8.4,577,1
Parkinson's disease (G20-G21),Parkinson's disease,West Virginia,2012,7.8,181,1
Parkinson's disease (G20-G21),Parkinson's disease,Wisconsin,2012,8,540,1
Parkinson's disease (G20-G21),Parkinson's disease,Wyoming,2012,7,39,1
Parkinson's disease (G20-G21),Parkinson's disease,Alabama,2013,8.1,425,1
Parkinson's disease (G20-G21),Parkinson's disease,Alaska,2013,8.9,36,1
Parkinson's disease (G20-G21),Parkinson's disease,Arizona,2013,7.8,584,1
Parkinson's disease (G20-G21),Parkinson's disease,Arkansas,2013,5.8,196,1
Parkinson's disease (G20-G21),Parkinson's disease,California,2013,6.7,2543,1
Parkinson's disease (G20-G21),Parkinson's disease,Colorado,2013,7.8,372,1
Parkinson's disease (G20-G21),Parkinson's disease,Connecticut,2013,6,279,1
Parkinson's disease (G20-G21),Parkinson's disease,Delaware,2013,7.4,81,1
Parkinson's disease (G20-G21),Parkinson's disease,District of Columbia,2013,5.8,34,1
Parkinson's disease (G20-G21),Parkinson's disease,Florida,2013,6.7,1947,1
Parkinson's disease (G20-G21),Parkinson's disease,Georgia,2013,7.6,631,1
Parkinson's disease (G20-G21),Parkinson's disease,Hawaii,2013,5.2,98,1
Parkinson's disease (G20-G21),Parkinson's disease,Idaho,2013,8.8,142,1
Parkinson's disease (G20-G21),Parkinson's disease,Illinois,2013,7.5,1044,1
Parkinson's disease (G20-G21),Parkinson's disease,Indiana,2013,7.8,555,1
Parkinson's disease (G20-G21),Parkinson's disease,Iowa,2013,8.8,359,1
Parkinson's disease (G20-G21),Parkinson's disease,Kansas,2013,9.3,307,1
Parkinson's disease (G20-G21),Parkinson's disease,Kentucky,2013,7.2,337,1
Parkinson's disease (G20-G21),Parkinson's disease,Louisiana,2013,6.2,284,1
Parkinson's disease (G20-G21),Parkinson's disease,Maine,2013,9.8,177,1
Parkinson's disease (G20-G21),Parkinson's disease,Maryland,2013,7.6,457,1
Parkinson's disease (G20-G21),Parkinson's disease,Massachusetts,2013,6.8,549,1
Parkinson's disease (G20-G21),Parkinson's disease,Michigan,2013,8,926,1
Parkinson's disease (G20-G21),Parkinson's disease,Minnesota,2013,9.2,572,1
Parkinson's disease (G20-G21),Parkinson's disease,Mississippi,2013,6.7,204,1
Parkinson's disease (G20-G21),Parkinson's disease,Missouri,2013,7.8,554,1
Parkinson's disease (G20-G21),Parkinson's disease,Montana,2013,8.3,101,1
Parkinson's disease (G20-G21),Parkinson's disease,Nebraska,2013,8.8,198,1
Parkinson's disease (G20-G21),Parkinson's disease,Nevada,2013,6.6,170,1
Parkinson's disease (G20-G21),Parkinson's disease,New Hampshire,2013,6.9,106,1
Parkinson's disease (G20-G21),Parkinson's disease,New Jersey,2013,6.7,703,1
Parkinson's disease (G20-G21),Parkinson's disease,New Mexico,2013,7.9,174,1
Parkinson's disease (G20-G21),Parkinson's disease,New York,2013,5.2,1208,1
Parkinson's disease (G20-G21),Parkinson's disease,North Carolina,2013,7.2,752,1
Parkinson's disease (G20-G21),Parkinson's disease,North Dakota,2013,6.6,59,1
Parkinson's disease (G20-G21),Parkinson's disease,Ohio,2013,7.9,1088,1
Parkinson's disease (G20-G21),Parkinson's disease,Oklahoma,2013,7.9,324,1
Parkinson's disease (G20-G21),Parkinson's disease,Oregon,2013,8.5,390,1
Parkinson's disease (G20-G21),Parkinson's disease,Pennsylvania,2013,7.5,1298,1
Parkinson's disease (G20-G21),Parkinson's disease,Rhode Island,2013,7.6,100,1
Parkinson's disease (G20-G21),Parkinson's disease,South Carolina,2013,7.7,391,1
Parkinson's disease (G20-G21),Parkinson's disease,South Dakota,2013,7.2,77,1
Parkinson's disease (G20-G21),Parkinson's disease,Tennessee,2013,7,482,1
Parkinson's disease (G20-G21),Parkinson's disease,Texas,2013,7.9,1710,1
Parkinson's disease (G20-G21),Parkinson's disease,United States,2013,7.3,25196,1
Parkinson's disease (G20-G21),Parkinson's disease,Utah,2013,8.9,188,1
Parkinson's disease (G20-G21),Parkinson's disease,Vermont,2013,9.3,73,1
Parkinson's disease (G20-G21),Parkinson's disease,Virginia,2013,6.8,551,1
Parkinson's disease (G20-G21),Parkinson's disease,Washington,2013,8.3,589,1
Parkinson's disease (G20-G21),Parkinson's disease,West Virginia,2013,6.5,158,1
Parkinson's disease (G20-G21),Parkinson's disease,Wisconsin,2013,8.4,578,1
Parkinson's disease (G20-G21),Parkinson's disease,Wyoming,2013,6,35,1
Parkinson's disease (G20-G21),Parkinson's disease,Alabama,2014,8.3,450,1
Parkinson's disease (G20-G21),Parkinson's disease,Alaska,2014,5.5,23,1
Parkinson's disease (G20-G21),Parkinson's disease,Arizona,2014,8,622,1
Parkinson's disease (G20-G21),Parkinson's disease,Arkansas,2014,6.2,212,1
Parkinson's disease (G20-G21),Parkinson's disease,California,2014,6.8,2641,1
Parkinson's disease (G20-G21),Parkinson's disease,Colorado,2014,8.7,431,1
Parkinson's disease (G20-G21),Parkinson's disease,Connecticut,2014,6.3,294,1
Parkinson's disease (G20-G21),Parkinson's disease,Delaware,2014,7.4,82,1
Parkinson's disease (G20-G21),Parkinson's disease,District of Columbia,2014,5.6,32,1
Parkinson's disease (G20-G21),Parkinson's disease,Florida,2014,6.9,2054,1
Parkinson's disease (G20-G21),Parkinson's disease,Georgia,2014,8.3,716,1
Parkinson's disease (G20-G21),Parkinson's disease,Hawaii,2014,6.8,133,1
Parkinson's disease (G20-G21),Parkinson's disease,Idaho,2014,9.4,155,1
Parkinson's disease (G20-G21),Parkinson's disease,Illinois,2014,7.9,1116,1
Parkinson's disease (G20-G21),Parkinson's disease,Indiana,2014,8.4,606,1
Parkinson's disease (G20-G21),Parkinson's disease,Iowa,2014,7.5,301,1
Parkinson's disease (G20-G21),Parkinson's disease,Kansas,2014,9.4,323,1
Parkinson's disease (G20-G21),Parkinson's disease,Kentucky,2014,7.1,337,1
Parkinson's disease (G20-G21),Parkinson's disease,Louisiana,2014,7.3,338,1
Parkinson's disease (G20-G21),Parkinson's disease,Maine,2014,8.2,151,1
Parkinson's disease (G20-G21),Parkinson's disease,Maryland,2014,7.5,469,1
Parkinson's disease (G20-G21),Parkinson's disease,Massachusetts,2014,7,571,1
Parkinson's disease (G20-G21),Parkinson's disease,Michigan,2014,7.2,853,1
Parkinson's disease (G20-G21),Parkinson's disease,Minnesota,2014,9.2,573,1
Parkinson's disease (G20-G21),Parkinson's disease,Mississippi,2014,6.3,198,1
Parkinson's disease (G20-G21),Parkinson's disease,Missouri,2014,8.2,591,1
Parkinson's disease (G20-G21),Parkinson's disease,Montana,2014,6.3,82,1
Parkinson's disease (G20-G21),Parkinson's disease,Nebraska,2014,8.9,199,1
Parkinson's disease (G20-G21),Parkinson's disease,Nevada,2014,6,159,1
Parkinson's disease (G20-G21),Parkinson's disease,New Hampshire,2014,7.9,127,1
Parkinson's disease (G20-G21),Parkinson's disease,New Jersey,2014,7.1,751,1
Parkinson's disease (G20-G21),Parkinson's disease,New Mexico,2014,8.8,204,1
Parkinson's disease (G20-G21),Parkinson's disease,New York,2014,5.3,1239,1
Parkinson's disease (G20-G21),Parkinson's disease,North Carolina,2014,7.1,754,1
Parkinson's disease (G20-G21),Parkinson's disease,North Dakota,2014,6.8,63,1
Parkinson's disease (G20-G21),Parkinson's disease,Ohio,2014,7.8,1094,1
Parkinson's disease (G20-G21),Parkinson's disease,Oklahoma,2014,7.2,303,1
Parkinson's disease (G20-G21),Parkinson's disease,Oregon,2014,8.2,381,1
Parkinson's disease (G20-G21),Parkinson's disease,Pennsylvania,2014,7.9,1396,1
Parkinson's disease (G20-G21),Parkinson's disease,Rhode Island,2014,6.8,92,1
Parkinson's disease (G20-G21),Parkinson's disease,South Carolina,2014,7.6,399,1
Parkinson's disease (G20-G21),Parkinson's disease,South Dakota,2014,6.2,62,1
Parkinson's disease (G20-G21),Parkinson's disease,Tennessee,2014,7.5,529,1
Parkinson's disease (G20-G21),Parkinson's disease,Texas,2014,7.9,1781,1
Parkinson's disease (G20-G21),Parkinson's disease,United States,2014,7.4,26150,1
Parkinson's disease (G20-G21),Parkinson's disease,Utah,2014,9.6,207,1
Parkinson's disease (G20-G21),Parkinson's disease,Vermont,2014,6.7,54,1
Parkinson's disease (G20-G21),Parkinson's disease,Virginia,2014,7.3,600,1
Parkinson's disease (G20-G21),Parkinson's disease,Washington,2014,7.7,560,1
Parkinson's disease (G20-G21),Parkinson's disease,West Virginia,2014,7.4,179,1
Parkinson's disease (G20-G21),Parkinson's disease,Wisconsin,2014,8.8,616,1
Parkinson's disease (G20-G21),Parkinson's disease,Wyoming,2014,8.2,47,1
Parkinson's disease (G20-G21),Parkinson's disease,Alabama,2015,8.4,461,1
Parkinson's disease (G20-G21),Parkinson's disease,Alaska,2015,8.7,38,1
Parkinson's disease (G20-G21),Parkinson's disease,Arizona,2015,8.8,720,1
Parkinson's disease (G20-G21),Parkinson's disease,Arkansas,2015,7,248,1
Parkinson's disease (G20-G21),Parkinson's disease,California,2015,7.2,2896,1
Parkinson's disease (G20-G21),Parkinson's disease,Colorado,2015,9,452,1
Parkinson's disease (G20-G21),Parkinson's disease,Connecticut,2015,7.2,334,1
Parkinson's disease (G20-G21),Parkinson's disease,Delaware,2015,7.3,84,1
Parkinson's disease (G20-G21),Parkinson's disease,District of Columbia,2015,5.5,33,1
Parkinson's disease (G20-G21),Parkinson's disease,Florida,2015,7.2,2228,1
Parkinson's disease (G20-G21),Parkinson's disease,Georgia,2015,8.2,733,1
Parkinson's disease (G20-G21),Parkinson's disease,Hawaii,2015,7.3,141,1
Parkinson's disease (G20-G21),Parkinson's disease,Idaho,2015,9.8,169,1
Parkinson's disease (G20-G21),Parkinson's disease,Illinois,2015,7.6,1079,1
Parkinson's disease (G20-G21),Parkinson's disease,Indiana,2015,8.7,638,1
Parkinson's disease (G20-G21),Parkinson's disease,Iowa,2015,8.1,341,1
Parkinson's disease (G20-G21),Parkinson's disease,Kansas,2015,9.4,326,1
Parkinson's disease (G20-G21),Parkinson's disease,Kentucky,2015,8.1,395,1
Parkinson's disease (G20-G21),Parkinson's disease,Louisiana,2015,7.9,371,1
Parkinson's disease (G20-G21),Parkinson's disease,Maine,2015,8.1,147,1
Parkinson's disease (G20-G21),Parkinson's disease,Maryland,2015,7.2,461,1
Parkinson's disease (G20-G21),Parkinson's disease,Massachusetts,2015,7.8,640,1
Parkinson's disease (G20-G21),Parkinson's disease,Michigan,2015,8.1,960,1
Parkinson's disease (G20-G21),Parkinson's disease,Minnesota,2015,9.6,620,1
Parkinson's disease (G20-G21),Parkinson's disease,Mississippi,2015,7.8,247,1
Parkinson's disease (G20-G21),Parkinson's disease,Missouri,2015,7.7,560,1
Parkinson's disease (G20-G21),Parkinson's disease,Montana,2015,8.5,114,1
Parkinson's disease (G20-G21),Parkinson's disease,Nebraska,2015,9.8,220,1
Parkinson's disease (G20-G21),Parkinson's disease,Nevada,2015,7.5,213,1
Parkinson's disease (G20-G21),Parkinson's disease,New Hampshire,2015,8.9,143,1
Parkinson's disease (G20-G21),Parkinson's disease,New Jersey,2015,6.6,716,1
Parkinson's disease (G20-G21),Parkinson's disease,New Mexico,2015,7.2,172,1
Parkinson's disease (G20-G21),Parkinson's disease,New York,2015,5.3,1247,1
Parkinson's disease (G20-G21),Parkinson's disease,North Carolina,2015,8.3,897,1
Parkinson's disease (G20-G21),Parkinson's disease,North Dakota,2015,7.1,65,1
Parkinson's disease (G20-G21),Parkinson's disease,Ohio,2015,8,1139,1
Parkinson's disease (G20-G21),Parkinson's disease,Oklahoma,2015,7.8,334,1
Parkinson's disease (G20-G21),Parkinson's disease,Oregon,2015,8.9,429,1
Parkinson's disease (G20-G21),Parkinson's disease,Pennsylvania,2015,7.6,1348,1
Parkinson's disease (G20-G21),Parkinson's disease,Rhode Island,2015,8.4,117,1
Parkinson's disease (G20-G21),Parkinson's disease,South Carolina,2015,7.8,420,1
Parkinson's disease (G20-G21),Parkinson's disease,South Dakota,2015,7.2,80,1
Parkinson's disease (G20-G21),Parkinson's disease,Tennessee,2015,8.4,604,1
Parkinson's disease (G20-G21),Parkinson's disease,Texas,2015,8.5,1983,1
Parkinson's disease (G20-G21),Parkinson's disease,United States,2015,7.7,27972,1
Parkinson's disease (G20-G21),Parkinson's disease,Utah,2015,10.2,229,1
Parkinson's disease (G20-G21),Parkinson's disease,Vermont,2015,10.2,83,1
Parkinson's disease (G20-G21),Parkinson's disease,Virginia,2015,7.4,638,1
Parkinson's disease (G20-G21),Parkinson's disease,Washington,2015,8.7,654,1
Parkinson's disease (G20-G21),Parkinson's disease,West Virginia,2015,6.7,163,1
Parkinson's disease (G20-G21),Parkinson's disease,Wisconsin,2015,8.3,600,1
Parkinson's disease (G20-G21),Parkinson's disease,Wyoming,2015,6.8,42,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Alabama,1999,7,306,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Alaska,1999,,10,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Arizona,1999,4.6,218,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Arkansas,1999,5.4,157,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,California,1999,1.3,355,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Colorado,1999,6.7,211,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Connecticut,1999,8.8,342,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Delaware,1999,9.9,71,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,District of Columbia,1999,7,39,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Florida,1999,4.7,990,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Georgia,1999,7.6,446,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Hawaii,1999,6.8,80,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Idaho,1999,5.2,59,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Illinois,1999,6.9,827,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Indiana,1999,5.3,311,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Iowa,1999,5.8,221,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Kansas,1999,5.8,176,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Kentucky,1999,7.8,296,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Louisiana,1999,5.4,211,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Maine,1999,5.2,74,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Maryland,1999,9.1,415,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Massachusetts,1999,6.6,471,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Michigan,1999,5.5,510,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Minnesota,1999,4.4,219,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Mississippi,1999,7,187,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Missouri,1999,7.1,431,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Montana,1999,6.3,60,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Nebraska,1999,6.3,126,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Nevada,1999,5,69,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,New Hampshire,1999,4.4,51,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,New Jersey,1999,6,518,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,New Mexico,1999,4.1,62,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,New York,1999,3.4,662,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,North Carolina,1999,7.8,557,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,North Dakota,1999,5.9,50,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Ohio,1999,6,693,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Oklahoma,1999,8.3,296,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Oregon,1999,4.4,155,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Pennsylvania,1999,7.8,1169,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Rhode Island,1999,4.6,58,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,South Carolina,1999,7.2,249,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,South Dakota,1999,3.1,29,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Tennessee,1999,8.4,448,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Texas,1999,6.3,984,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,United States,1999,5.6,15268,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Utah,1999,5.7,84,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Vermont,1999,4.5,28,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Virginia,1999,8.3,489,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Washington,1999,5.8,308,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,West Virginia,1999,5.5,114,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Wisconsin,1999,6.2,359,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Wyoming,1999,,17,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Alabama,2000,6.5,289,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Alaska,2000,,15,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Arizona,2000,5.1,248,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Arkansas,2000,7.5,220,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,California,2000,3.2,910,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Colorado,2000,7.2,231,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Connecticut,2000,8.8,347,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Delaware,2000,9.1,67,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,District of Columbia,2000,6,34,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Florida,2000,5.2,1116,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Georgia,2000,7.8,468,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Hawaii,2000,8.6,103,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Idaho,2000,5.6,65,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Illinois,2000,7.1,856,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Indiana,2000,7.8,461,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Iowa,2000,6.9,263,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Kansas,2000,6.1,184,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Kentucky,2000,8.1,312,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Louisiana,2000,5.2,205,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Maine,2000,5.6,81,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Maryland,2000,8.7,402,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Massachusetts,2000,8.5,608,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Michigan,2000,5,480,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Minnesota,2000,3.9,199,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Mississippi,2000,6.7,183,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Missouri,2000,7.5,458,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Montana,2000,5.2,50,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Nebraska,2000,5,99,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Nevada,2000,5.7,81,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,New Hampshire,2000,2.9,34,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,New Jersey,2000,6.5,574,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,New Mexico,2000,3.1,50,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,New York,2000,3.1,613,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,North Carolina,2000,8.6,619,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,North Dakota,2000,4.9,41,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Ohio,2000,5.9,690,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Oklahoma,2000,6.9,246,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Oregon,2000,3.8,138,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Pennsylvania,2000,8.4,1271,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Rhode Island,2000,5.7,74,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,South Carolina,2000,6.4,229,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,South Dakota,2000,5,47,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Tennessee,2000,7.4,398,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Texas,2000,7.1,1127,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,United States,2000,6.1,16636,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Utah,2000,5.3,79,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Vermont,2000,5.6,35,1
Pneumonitis due to solids and liquids (J69),Pneumonitis due to solids and liquids,Virginia,2000,7.8,469,1
